S.No,DSA Topic,LeetCode ID,Title,Difficulty,URL,Acceptance %,Max Frequency %,Companies Asking,# Companies,Status,Attempts,Date Completed,Time Taken (mins),Confidence (1-5),Needs Revision,Notes
528,Graphs,1584,Min Cost to Connect All Points,Medium,https://leetcode.com/problems/min-cost-to-connect-all-points,70.3%,37.5%,Amazon | Flipkart | Google | Meta | Microsoft | TikTok | Uber,7,Not Done,0,,,,No,
529,Graphs,785,Is Graph Bipartite?,Medium,https://leetcode.com/problems/is-graph-bipartite,58.9%,37.5%,Amazon | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,7,Not Done,0,,,,No,
530,Graphs,886,Possible Bipartition,Medium,https://leetcode.com/problems/possible-bipartition,52.3%,50.0%,Amazon | Google | LinkedIn | Meta | Microsoft | TikTok | Uber,7,Not Done,0,,,,No,
531,Graphs,261,Graph Valid Tree,Medium,https://leetcode.com/problems/graph-valid-tree,49.8%,50.0%,Amazon | Google | LinkedIn | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
532,Graphs,323,Number of Connected Components in an Undirected Graph,Medium,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,64.8%,37.5%,Amazon | Apple | Google | LinkedIn | Meta | TikTok,6,Not Done,0,,,,No,
533,Graphs,2115,Find All Possible Recipes from Given Supplies,Medium,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,56.8%,37.5%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
534,Graphs,130,Surrounded Regions,Medium,https://leetcode.com/problems/surrounded-regions,44.7%,50.0%,Amazon | Flipkart | Google | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
535,Graphs,959,Regions Cut By Slashes,Medium,https://leetcode.com/problems/regions-cut-by-slashes,77.5%,50.0%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
536,Graphs,1136,Parallel Courses,Medium,https://leetcode.com/problems/parallel-courses,62.0%,75.0%,Amazon | Google | Meta | Netflix | TikTok | Uber,6,Not Done,0,,,,No,
537,Graphs,694,Number of Distinct Islands,Medium,https://leetcode.com/problems/number-of-distinct-islands,62.7%,87.5%,Amazon | Google | Meta | Microsoft | ServiceNow | TikTok,6,Not Done,0,,,,No,
538,Graphs,1462,Course Schedule IV,Medium,https://leetcode.com/problems/course-schedule-iv,59.7%,50.0%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
539,Graphs,947,Most Stones Removed with Same Row or Column,Medium,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,62.7%,25.0%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
540,Graphs,1557,Minimum Number of Vertices to Reach All Nodes,Medium,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,81.5%,75.0%,Airbnb | Amazon | Google | Meta | Microsoft,5,Not Done,0,,,,No,
541,Graphs,547,Number of Provinces,Medium,https://leetcode.com/problems/number-of-provinces,70.0%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
542,Graphs,802,Find Eventual Safe States,Medium,https://leetcode.com/problems/find-eventual-safe-states,70.3%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
543,Graphs,1319,Number of Operations to Make Network Connected,Medium,https://leetcode.com/problems/number-of-operations-to-make-network-connected,66.1%,25.0%,Amazon | Google | Meta | Microsoft | Salesforce,5,Not Done,0,,,,No,
544,Graphs,1631,Path With Minimum Effort,Medium,https://leetcode.com/problems/path-with-minimum-effort,62.8%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
545,Graphs,1926,Nearest Exit from Entrance in Maze,Medium,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze,48.3%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
546,Graphs,1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,72.1%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
547,Graphs,3170,Lexicographically Minimum String After Removing Stars,Medium,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars,51.0%,25.0%,Amazon | Google | Meta | Microsoft | Salesforce,5,Not Done,0,,,,No,
548,Graphs,1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,65.6%,50.0%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
549,Graphs,2434,Using a Robot to Print the Lexicographically Smallest String,Medium,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string,62.5%,100.0%,Amazon | DE Shaw | Meta | Salesforce | Tower Research,5,Not Done,0,,,,No,
550,Graphs,2101,Detonate the Maximum Bombs,Medium,https://leetcode.com/problems/detonate-the-maximum-bombs,49.9%,37.5%,Amazon | Google | Microsoft | Uber,4,Not Done,0,,,,No,
551,Graphs,310,Minimum Height Trees,Medium,https://leetcode.com/problems/minimum-height-trees,42.4%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
552,Graphs,684,Redundant Connection,Medium,https://leetcode.com/problems/redundant-connection,67.2%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
553,Graphs,1514,Path with Maximum Probability,Medium,https://leetcode.com/problems/path-with-maximum-probability,65.5%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
554,Graphs,1905,Count Sub Islands,Medium,https://leetcode.com/problems/count-sub-islands,73.0%,50.0%,Amazon | DoorDash | Google | Meta,4,Not Done,0,,,,No,
555,Graphs,386,Lexicographical Numbers,Medium,https://leetcode.com/problems/lexicographical-numbers,76.2%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
556,Graphs,1976,Number of Ways to Arrive at Destination,Medium,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination,37.3%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
557,Graphs,2477,Minimum Fuel Cost to Report to the Capital,Medium,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital,64.7%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
558,Graphs,3403,Find the Lexicographically Largest String From the Box I,Medium,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i,41.0%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
559,Graphs,3613,Minimize Maximum Component Cost,Medium,https://leetcode.com/problems/minimize-maximum-component-cost,43.4%,62.5%,Apple | Google | Microsoft | Salesforce,4,Not Done,0,,,,No,
560,Graphs,2316,Count Unreachable Pairs of Nodes in an Undirected Graph,Medium,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph,49.8%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
561,Graphs,1020,Number of Enclaves,Medium,https://leetcode.com/problems/number-of-enclaves,71.5%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
562,Graphs,2192,All Ancestors of a Node in a Directed Acyclic Graph,Medium,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,62.1%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
563,Graphs,1743,Restore the Array From Adjacent Pairs,Medium,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,75.0%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
564,Graphs,2948,Make Lexicographically Smallest Array by Swapping Elements,Medium,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements,60.2%,62.5%,Amazon | Atlassian | Google,3,Not Done,0,,,,No,
565,Graphs,2492,Minimum Score of a Path Between Two Cities,Medium,https://leetcode.com/problems/minimum-score-of-a-path-between-two-cities,58.5%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
566,Graphs,2685,Count the Number of Complete Components,Medium,https://leetcode.com/problems/count-the-number-of-complete-components,77.7%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
567,Graphs,1061,Lexicographically Smallest Equivalent String,Medium,https://leetcode.com/problems/lexicographically-smallest-equivalent-string,81.1%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
568,Graphs,3508,Implement Router,Medium,https://leetcode.com/problems/implement-router,39.2%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
569,Graphs,1129,Shortest Path with Alternating Colors,Medium,https://leetcode.com/problems/shortest-path-with-alternating-colors,47.7%,25.0%,Amazon | Meta | Microsoft,3,Not Done,0,,,,No,
570,Dynamic Programming,1235,Maximum Profit in Job Scheduling,Hard,https://leetcode.com/problems/maximum-profit-in-job-scheduling,54.6%,87.5%,Airbnb | Amazon | ByteDance | DoorDash | Flipkart | Google | Meta | Microsoft | TikTok | Uber,10,Not Done,0,,,,No,
571,Dynamic Programming,10,Regular Expression Matching,Hard,https://leetcode.com/problems/regular-expression-matching,30.4%,75.0%,Airbnb | Amazon | Apple | ByteDance | Google | Meta | Microsoft | TikTok | Uber,9,Not Done,0,,,,No,
572,Dynamic Programming,44,Wildcard Matching,Hard,https://leetcode.com/problems/wildcard-matching,31.3%,37.5%,Amazon | Apple | Atlassian | DE Shaw | Google | Meta | Microsoft | TikTok,8,Not Done,0,,,,No,
573,Dynamic Programming,1463,Cherry Pickup II,Hard,https://leetcode.com/problems/cherry-pickup-ii,72.3%,62.5%,Amazon | Flipkart | Google | Meta | Microsoft | Rubrik | Salesforce | Uber,8,Not Done,0,,,,No,
574,Dynamic Programming,188,Best Time to Buy and Sell Stock IV,Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,49.5%,37.5%,Amazon | Apple | DE Shaw | Google | Meta | Microsoft | TikTok,7,Not Done,0,,,,No,
575,Dynamic Programming,140,Word Break II,Hard,https://leetcode.com/problems/word-break-ii,55.1%,62.5%,Amazon | Google | Meta | Microsoft | MongoDB | TikTok | Uber,7,Not Done,0,,,,No,
576,Dynamic Programming,2484,Count Palindromic Subsequences,Hard,https://leetcode.com/problems/count-palindromic-subsequences,41.0%,50.0%,Amazon | Atlassian | Google | Microsoft | Salesforce | Uber,6,Not Done,0,,,,No,
577,Dynamic Programming,115,Distinct Subsequences,Hard,https://leetcode.com/problems/distinct-subsequences,51.5%,62.5%,Amazon | Google | Meta | Microsoft | Salesforce | TikTok,6,Not Done,0,,,,No,
578,Dynamic Programming,123,Best Time to Buy and Sell Stock III,Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,53.1%,37.5%,Amazon | Apple | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
579,Dynamic Programming,174,Dungeon Game,Hard,https://leetcode.com/problems/dungeon-game,40.8%,62.5%,Amazon | Flipkart | Google | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
580,Dynamic Programming,354,Russian Doll Envelopes,Hard,https://leetcode.com/problems/russian-doll-envelopes,37.7%,50.0%,Amazon | Atlassian | Google | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
581,Dynamic Programming,741,Cherry Pickup,Hard,https://leetcode.com/problems/cherry-pickup,39.1%,62.5%,Amazon | Flipkart | Google | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
582,Dynamic Programming,312,Burst Balloons,Hard,https://leetcode.com/problems/burst-balloons,62.9%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
583,Dynamic Programming,132,Palindrome Partitioning II,Hard,https://leetcode.com/problems/palindrome-partitioning-ii,36.6%,37.5%,Amazon | Flipkart | Google | Meta | Microsoft,5,Not Done,0,,,,No,
584,Dynamic Programming,1335,Minimum Difficulty of a Job Schedule,Hard,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,59.7%,37.5%,Amazon | Google | Microsoft | Salesforce | TikTok,5,Not Done,0,,,,No,
585,Dynamic Programming,87,Scramble String,Hard,https://leetcode.com/problems/scramble-string,43.9%,37.5%,Amazon | Google | Meta | Rubrik,4,Not Done,0,,,,No,
586,Dynamic Programming,403,Frog Jump,Hard,https://leetcode.com/problems/frog-jump,47.1%,62.5%,Amazon | Google | Microsoft | TikTok,4,Not Done,0,,,,No,
587,Dynamic Programming,689,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,59.7%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
588,Dynamic Programming,691,Stickers to Spell Word,Hard,https://leetcode.com/problems/stickers-to-spell-word,50.6%,37.5%,Amazon | Google | Meta | TikTok,4,Not Done,0,,,,No,
589,Dynamic Programming,727,Minimum Window Subsequence,Hard,https://leetcode.com/problems/minimum-window-subsequence,43.8%,37.5%,Airbnb | Google | LinkedIn | Meta,4,Not Done,0,,,,No,
590,Dynamic Programming,2435,Paths in Matrix Whose Sum Is Divisible by K,Hard,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k,58.7%,25.0%,Amazon | Apple | Google | Microsoft,4,Not Done,0,,,,No,
591,Dynamic Programming,446,Arithmetic Slices II - Subsequence,Hard,https://leetcode.com/problems/arithmetic-slices-ii-subsequence,54.9%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
592,Dynamic Programming,887,Super Egg Drop,Hard,https://leetcode.com/problems/super-egg-drop,29.8%,50.0%,Amazon | Google | Microsoft | TikTok,4,Not Done,0,,,,No,
593,Dynamic Programming,1092,Shortest Common Supersequence,Hard,https://leetcode.com/problems/shortest-common-supersequence,61.7%,50.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
594,Dynamic Programming,1547,Minimum Cost to Cut a Stick,Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,62.8%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
595,Dynamic Programming,546,Remove Boxes,Hard,https://leetcode.com/problems/remove-boxes,49.3%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
596,Dynamic Programming,1671,Minimum Number of Removals to Make Mountain Array,Hard,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,54.8%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
597,Dynamic Programming,730,Count Different Palindromic Subsequences,Hard,https://leetcode.com/problems/count-different-palindromic-subsequences,47.5%,50.0%,Amazon | Google | LinkedIn | Uber,4,Not Done,0,,,,No,
598,Dynamic Programming,1411,Number of Ways to Paint N × 3 Grid,Hard,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid,80.5%,12.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
599,Dynamic Programming,1458,Max Dot Product of Two Subsequences,Hard,https://leetcode.com/problems/max-dot-product-of-two-subsequences,69.3%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
600,Dynamic Programming,514,Freedom Trail,Hard,https://leetcode.com/problems/freedom-trail,59.2%,25.0%,Amazon | Google | Uber,3,Not Done,0,,,,No,
601,Dynamic Programming,629,K Inverse Pairs Array,Hard,https://leetcode.com/problems/k-inverse-pairs-array,49.0%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
602,Dynamic Programming,1639,Number of Ways to Form a Target String Given a Dictionary,Hard,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,56.6%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
603,Dynamic Programming,1713,Minimum Operations to Make a Subsequence,Hard,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,49.6%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
604,Dynamic Programming,1751,Maximum Number of Events That Can Be Attended II,Hard,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,63.6%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
605,Dynamic Programming,818,Race Car,Hard,https://leetcode.com/problems/race-car,44.6%,37.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
606,Dynamic Programming,943,Find the Shortest Superstring,Hard,https://leetcode.com/problems/find-the-shortest-superstring,45.1%,37.5%,DE Shaw | Google | Meta,3,Not Done,0,,,,No,
607,Dynamic Programming,1255,Maximum Score Words Formed by Letters,Hard,https://leetcode.com/problems/maximum-score-words-formed-by-letters,81.6%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
608,Dynamic Programming,1691,Maximum Height by Stacking Cuboids,Hard,https://leetcode.com/problems/maximum-height-by-stacking-cuboids,61.7%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
609,Dynamic Programming,1312,Minimum Insertion Steps to Make a String Palindrome,Hard,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,73.6%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
610,Dynamic Programming,2014,Longest Subsequence Repeated k Times,Hard,https://leetcode.com/problems/longest-subsequence-repeated-k-times,71.3%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
611,Dynamic Programming,600,Non-negative Integers without Consecutive Ones,Hard,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones,41.7%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
612,Dynamic Programming,956,Tallest Billboard,Hard,https://leetcode.com/problems/tallest-billboard,51.8%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
613,Dynamic Programming,1216,Valid Palindrome III,Hard,https://leetcode.com/problems/valid-palindrome-iii,49.1%,62.5%,Amazon | Meta | TikTok,3,Not Done,0,,,,No,
614,Dynamic Programming,2193,Minimum Number of Moves to Make Palindrome,Hard,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome,52.6%,37.5%,Amazon | Microsoft | Rubrik,3,Not Done,0,,,,No,
615,Dynamic Programming,53,Maximum Subarray,Medium,https://leetcode.com/problems/maximum-subarray,53.0%,75.0%,Airbnb | Amazon | Apple | Atlassian | ByteDance | DE Shaw | Google | LinkedIn | Meta | Microsoft | Nvidia | Salesforce | ServiceNow | TikTok | Uber,15,Not Done,0,,,,No,
616,Dynamic Programming,198,House Robber,Medium,https://leetcode.com/problems/house-robber,52.9%,87.5%,Airbnb | Amazon | Apple | ByteDance | DE Shaw | Databricks | Flipkart | Google | LinkedIn | Meta | Microsoft | Nvidia | TikTok | Uber,14,Not Done,0,,,,No,
617,Dynamic Programming,213,House Robber II,Medium,https://leetcode.com/problems/house-robber-ii,44.6%,87.5%,Amazon | Apple | ByteDance | DE Shaw | Databricks | Google | LinkedIn | Meta | Microsoft | Salesforce | ServiceNow | TikTok | Uber,13,Not Done,0,,,,No,
618,Dynamic Programming,5,Longest Palindromic Substring,Medium,https://leetcode.com/problems/longest-palindromic-substring,37.3%,75.0%,Amazon | Apple | ByteDance | DoorDash | Google | LinkedIn | Meta | Microsoft | Salesforce | ServiceNow | TikTok | Uber,12,Not Done,0,,,,No,
619,Dynamic Programming,139,Word Break,Medium,https://leetcode.com/problems/word-break,49.1%,100.0%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | MongoDB | Netflix | Palo Alto Networks | Salesforce | TikTok | Uber,12,Not Done,0,,,,No,
620,Dynamic Programming,322,Coin Change,Medium,https://leetcode.com/problems/coin-change,47.9%,75.0%,Airbnb | Amazon | Apple | Google | Meta | Microsoft | Netflix | Nvidia | Salesforce | ServiceNow | TikTok | Uber,12,Not Done,0,,,,No,
621,Dynamic Programming,1143,Longest Common Subsequence,Medium,https://leetcode.com/problems/longest-common-subsequence,58.9%,62.5%,Amazon | Apple | ByteDance | DoorDash | Google | Meta | Microsoft | Salesforce | ServiceNow | TikTok,10,Not Done,0,,,,No,
622,Dynamic Programming,72,Edit Distance,Medium,https://leetcode.com/problems/edit-distance,60.1%,62.5%,Amazon | Apple | Flipkart | Google | LinkedIn | Meta | Microsoft | Rubrik | ServiceNow | TikTok,10,Not Done,0,,,,No,
623,Dynamic Programming,91,Decode Ways,Medium,https://leetcode.com/problems/decode-ways,37.6%,87.5%,Amazon | Apple | DE Shaw | Flipkart | Google | Graviton | Meta | Microsoft | TikTok | Uber,10,Not Done,0,,,,No,
624,Dynamic Programming,55,Jump Game,Medium,https://leetcode.com/problems/jump-game,40.5%,75.0%,Amazon | Apple | ByteDance | DoorDash | Google | Meta | Microsoft | Nvidia | TikTok,9,Not Done,0,,,,No,
625,Dynamic Programming,64,Minimum Path Sum,Medium,https://leetcode.com/problems/minimum-path-sum,67.8%,62.5%,Amazon | Flipkart | Google | Meta | Microsoft | Nvidia | Palo Alto Networks | TikTok | Uber,9,Not Done,0,,,,No,
626,Dynamic Programming,152,Maximum Product Subarray,Medium,https://leetcode.com/problems/maximum-product-subarray,36.0%,75.0%,Amazon | DE Shaw | Google | LinkedIn | Meta | Microsoft | Salesforce | ServiceNow | TikTok,9,Not Done,0,,,,No,
627,Dynamic Programming,1048,Longest String Chain,Medium,https://leetcode.com/problems/longest-string-chain,62.8%,50.0%,Amazon | Atlassian | DE Shaw | Flipkart | Google | LinkedIn | Meta | Microsoft | TikTok,9,Not Done,0,,,,No,
628,Dynamic Programming,62,Unique Paths,Medium,https://leetcode.com/problems/unique-paths,66.5%,62.5%,Amazon | DE Shaw | Flipkart | Google | LinkedIn | Meta | Microsoft | Nvidia | TikTok,9,Not Done,0,,,,No,
629,Dynamic Programming,122,Best Time to Buy and Sell Stock II,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,70.7%,62.5%,Amazon | Apple | DE Shaw | Google | Meta | Microsoft | Nvidia | ServiceNow | TikTok,9,Not Done,0,,,,No,
630,Dynamic Programming,300,Longest Increasing Subsequence,Medium,https://leetcode.com/problems/longest-increasing-subsequence,59.0%,87.5%,Amazon | Atlassian | Google | Meta | Microsoft | Nvidia | Salesforce | TikTok | Uber,9,Not Done,0,,,,No,
631,Dynamic Programming,3043,Find the Length of the Longest Common Prefix,Medium,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix,57.0%,50.0%,Amazon | ByteDance | Coinbase | Databricks | Google | Meta | Microsoft | TikTok | Uber,9,Not Done,0,,,,No,
632,Dynamic Programming,416,Partition Equal Subset Sum,Medium,https://leetcode.com/problems/partition-equal-subset-sum,49.2%,50.0%,Amazon | Flipkart | Google | LinkedIn | Meta | Microsoft | Salesforce | TikTok,8,Not Done,0,,,,No,
633,Dynamic Programming,518,Coin Change II,Medium,https://leetcode.com/problems/coin-change-ii,60.5%,50.0%,Amazon | Apple | DE Shaw | Google | Meta | Microsoft | TikTok,7,Not Done,0,,,,No,
634,Dynamic Programming,647,Palindromic Substrings,Medium,https://leetcode.com/problems/palindromic-substrings,72.5%,62.5%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Salesforce,7,Not Done,0,,,,No,
635,Dynamic Programming,494,Target Sum,Medium,https://leetcode.com/problems/target-sum,51.8%,50.0%,Amazon | Google | Meta | Microsoft | Salesforce | ServiceNow,6,Not Done,0,,,,No,
636,Dynamic Programming,650,2 Keys Keyboard,Medium,https://leetcode.com/problems/2-keys-keyboard,59.3%,37.5%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
637,Dynamic Programming,845,Longest Mountain in Array,Medium,https://leetcode.com/problems/longest-mountain-in-array,41.8%,37.5%,Amazon | Databricks | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
638,Dynamic Programming,983,Minimum Cost For Tickets,Medium,https://leetcode.com/problems/minimum-cost-for-tickets,67.4%,37.5%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
639,Dynamic Programming,63,Unique Paths II,Medium,https://leetcode.com/problems/unique-paths-ii,44.1%,62.5%,Amazon | Google | Meta | Microsoft | Nvidia | TikTok,6,Not Done,0,,,,No,
640,Dynamic Programming,516,Longest Palindromic Subsequence,Medium,https://leetcode.com/problems/longest-palindromic-subsequence,65.1%,50.0%,Amazon | Google | LinkedIn | Meta | Microsoft | Uber,6,Not Done,0,,,,No,
641,Dynamic Programming,740,Delete and Earn,Medium,https://leetcode.com/problems/delete-and-earn,57.1%,62.5%,Amazon | Google | Meta | Microsoft | Salesforce | TikTok,6,Not Done,0,,,,No,
642,Dynamic Programming,909,Snakes and Ladders,Medium,https://leetcode.com/problems/snakes-and-ladders,48.0%,37.5%,Amazon | Apple | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
643,Dynamic Programming,714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,71.7%,50.0%,Amazon | Apple | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
644,Dynamic Programming,256,Paint House,Medium,https://leetcode.com/problems/paint-house,64.3%,62.5%,Amazon | Google | LinkedIn | Microsoft | Uber,5,Not Done,0,,,,No,
645,Dynamic Programming,309,Best Time to Buy and Sell Stock with Cooldown,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,61.7%,37.5%,Amazon | Apple | Google | Microsoft | TikTok,5,Not Done,0,,,,No,
646,Dynamic Programming,368,Largest Divisible Subset,Medium,https://leetcode.com/problems/largest-divisible-subset,49.4%,37.5%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
647,Dynamic Programming,673,Number of Longest Increasing Subsequence,Medium,https://leetcode.com/problems/number-of-longest-increasing-subsequence,51.3%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
648,Dynamic Programming,799,Champagne Tower,Medium,https://leetcode.com/problems/champagne-tower,64.0%,37.5%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
649,Dynamic Programming,894,All Possible Full Binary Trees,Medium,https://leetcode.com/problems/all-possible-full-binary-trees,82.8%,37.5%,Amazon | Google | Microsoft | Nvidia | Salesforce,5,Not Done,0,,,,No,
650,Dynamic Programming,935,Knight Dialer,Medium,https://leetcode.com/problems/knight-dialer,61.7%,37.5%,Amazon | DE Shaw | Google | Meta | Microsoft,5,Not Done,0,,,,No,
651,Dynamic Programming,3202,Find the Maximum Length of Valid Subsequence II,Medium,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii,57.2%,25.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
652,Dynamic Programming,97,Interleaving String,Medium,https://leetcode.com/problems/interleaving-string,43.5%,37.5%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
653,Dynamic Programming,120,Triangle,Medium,https://leetcode.com/problems/triangle,59.8%,37.5%,Amazon | Apple | Google | Meta | Microsoft,5,Not Done,0,,,,No,
654,Dynamic Programming,343,Integer Break,Medium,https://leetcode.com/problems/integer-break,61.8%,25.0%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
655,Dynamic Programming,413,Arithmetic Slices,Medium,https://leetcode.com/problems/arithmetic-slices,64.8%,25.0%,Amazon | Google | Meta | Microsoft | TikTok,5,Not Done,0,,,,No,
656,Dynamic Programming,792,Number of Matching Subsequences,Medium,https://leetcode.com/problems/number-of-matching-subsequences,50.6%,37.5%,Amazon | Apple | Google | Meta | Uber,5,Not Done,0,,,,No,
657,Dynamic Programming,1400,Construct K Palindrome Strings,Medium,https://leetcode.com/problems/construct-k-palindrome-strings,68.6%,50.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
658,Dynamic Programming,464,Can I Win,Medium,https://leetcode.com/problems/can-i-win,31.0%,50.0%,Amazon | Google | LinkedIn | Meta | Uber,5,Not Done,0,,,,No,
