S.No,DSA Topic,LeetCode ID,Title,Difficulty,URL,Acceptance %,Max Frequency %,Companies Asking,# Companies,Status,Attempts,Date Completed,Time Taken (mins),Confidence (1-5),Needs Revision,Notes
380,Trees,1297,Maximum Number of Occurrences of a Substring,Medium,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,54.2%,75.0%,Amazon | Meta | Microsoft | Salesforce,4,Not Done,0,,,,No,
381,Trees,687,Longest Univalue Path,Medium,https://leetcode.com/problems/longest-univalue-path,43.5%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
382,Trees,427,Construct Quad Tree,Medium,https://leetcode.com/problems/construct-quad-tree,78.1%,87.5%,Amazon | Google | Uber,3,Not Done,0,,,,No,
383,Trees,951,Flip Equivalent Binary Trees,Medium,https://leetcode.com/problems/flip-equivalent-binary-trees,69.6%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
384,Trees,1367,Linked List in Binary Tree,Medium,https://leetcode.com/problems/linked-list-in-binary-tree,51.9%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
385,Trees,1456,Maximum Number of Vowels in a Substring of Given Length,Medium,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,61.5%,37.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
386,Trees,1530,Number of Good Leaf Nodes Pairs,Medium,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,71.8%,50.0%,ByteDance | Google | TikTok,3,Not Done,0,,,,No,
387,Trees,1915,Number of Wonderful Substrings,Medium,https://leetcode.com/problems/number-of-wonderful-substrings,66.6%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
388,Trees,623,Add One Row to Tree,Medium,https://leetcode.com/problems/add-one-row-to-tree,64.1%,12.5%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
389,Trees,655,Print Binary Tree,Medium,https://leetcode.com/problems/print-binary-tree,66.4%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
390,Trees,429,N-ary Tree Level Order Traversal,Medium,https://leetcode.com/problems/n-ary-tree-level-order-traversal,71.5%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
391,Trees,979,Distribute Coins in Binary Tree,Medium,https://leetcode.com/problems/distribute-coins-in-binary-tree,77.2%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
392,Trees,1361,Validate Binary Tree Nodes,Medium,https://leetcode.com/problems/validate-binary-tree-nodes,44.1%,25.0%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
393,Trees,2641,Cousins in Binary Tree II,Medium,https://leetcode.com/problems/cousins-in-binary-tree-ii,75.8%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
394,Trees,2583,Kth Largest Sum in a Binary Tree,Medium,https://leetcode.com/problems/kth-largest-sum-in-a-binary-tree,59.0%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
395,Trees,1038,Binary Search Tree to Greater Sum Tree,Medium,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,88.4%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
396,Trees,1123,Lowest Common Ancestor of Deepest Leaves,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,79.4%,37.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
397,Trees,449,Serialize and Deserialize BST,Medium,https://leetcode.com/problems/serialize-and-deserialize-bst,59.3%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
398,Trees,510,Inorder Successor in BST II,Medium,https://leetcode.com/problems/inorder-successor-in-bst-ii,61.1%,25.0%,Google | Meta | Microsoft,3,Not Done,0,,,,No,
399,Trees,669,Trim a Binary Search Tree,Medium,https://leetcode.com/problems/trim-a-binary-search-tree,66.6%,37.5%,Amazon | Flipkart | Google,3,Not Done,0,,,,No,
400,Trees,865,Smallest Subtree with all the Deepest Nodes,Medium,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,77.5%,37.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
401,Trees,3713,Longest Balanced Substring I,Medium,https://leetcode.com/problems/longest-balanced-substring-i,69.7%,12.5%,Amazon | Google | Meta,3,Not Done,0,,,,No,
402,Trees,333,Largest BST Subtree,Medium,https://leetcode.com/problems/largest-bst-subtree,45.8%,37.5%,Meta | Microsoft | TikTok,3,Not Done,0,,,,No,
403,Trees,1522,Diameter of N-Ary Tree,Medium,https://leetcode.com/problems/diameter-of-n-ary-tree,75.4%,37.5%,DoorDash | Meta | Salesforce,3,Not Done,0,,,,No,
404,Trees,814,Binary Tree Pruning,Medium,https://leetcode.com/problems/binary-tree-pruning,72.4%,12.5%,Amazon | Meta | Microsoft,3,Not Done,0,,,,No,
405,Trees,1676,Lowest Common Ancestor of a Binary Tree IV,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,79.5%,62.5%,Amazon | Atlassian | Meta,3,Not Done,0,,,,No,
406,Trees,2021,Brightest Position on Street,Medium,https://leetcode.com/problems/brightest-position-on-street,60.6%,50.0%,Amazon | TikTok | Uber,3,Not Done,0,,,,No,
407,Trees,742,Closest Leaf in a Binary Tree,Medium,https://leetcode.com/problems/closest-leaf-in-a-binary-tree,47.4%,62.5%,Amazon | Databricks | LinkedIn,3,Not Done,0,,,,No,
408,Trees,1839,Longest Substring Of All Vowels in Order,Medium,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order,51.5%,25.0%,Amazon | Microsoft | Salesforce,3,Not Done,0,,,,No,
409,Trees,255,Verify Preorder Sequence in Binary Search Tree,Medium,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,51.7%,37.5%,Nvidia | Salesforce | TikTok,3,Not Done,0,,,,No,
410,Tries,212,Word Search II,Hard,https://leetcode.com/problems/word-search-ii,38.1%,75.0%,Airbnb | Amazon | Apple | DE Shaw | DoorDash | Google | Meta | Microsoft | TikTok | Uber,10,Not Done,0,,,,No,
411,Tries,642,Design Search Autocomplete System,Hard,https://leetcode.com/problems/design-search-autocomplete-system,49.7%,62.5%,Amazon | Apple | DoorDash | Google | Meta | Microsoft | MongoDB | TikTok | Uber,9,Not Done,0,,,,No,
412,Tries,588,Design In-Memory File System,Hard,https://leetcode.com/problems/design-in-memory-file-system,48.4%,87.5%,Amazon | Coinbase | DoorDash | Google | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
413,Tries,336,Palindrome Pairs,Hard,https://leetcode.com/problems/palindrome-pairs,36.9%,87.5%,Airbnb | Amazon | Google | Meta | Microsoft,5,Not Done,0,,,,No,
414,Tries,745,Prefix and Suffix Search,Hard,https://leetcode.com/problems/prefix-and-suffix-search,40.8%,37.5%,Google | Meta | Microsoft | Rubrik,4,Not Done,0,,,,No,
415,Tries,472,Concatenated Words,Hard,https://leetcode.com/problems/concatenated-words,49.7%,50.0%,Amazon | Apple | Salesforce | TikTok,4,Not Done,0,,,,No,
416,Tries,208,Implement Trie (Prefix Tree),Medium,https://leetcode.com/problems/implement-trie-prefix-tree,69.2%,100.0%,Amazon | Apple | DoorDash | Google | Meta | Microsoft | MongoDB | Nvidia | TikTok | Uber,10,Not Done,0,,,,No,
417,Tries,211,Design Add and Search Words Data Structure,Medium,https://leetcode.com/problems/design-add-and-search-words-data-structure,48.1%,50.0%,Amazon | Apple | Atlassian | DoorDash | Google | LinkedIn | Meta | Microsoft | Rubrik | TikTok,10,Not Done,0,,,,No,
418,Tries,1268,Search Suggestions System,Medium,https://leetcode.com/problems/search-suggestions-system,65.2%,87.5%,Amazon | Apple | DoorDash | Google | Meta | Microsoft | Salesforce | TikTok,8,Not Done,0,,,,No,
419,Tries,648,Replace Words,Medium,https://leetcode.com/problems/replace-words,68.6%,50.0%,Amazon | Google | Microsoft | TikTok | Uber,5,Not Done,0,,,,No,
420,Tries,421,Maximum XOR of Two Numbers in an Array,Medium,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,53.4%,37.5%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
421,Tries,2657,Find the Prefix Common Array of Two Arrays,Medium,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays,87.0%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
422,Tries,2433,Find The Original Array of Prefix Xor,Medium,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,88.3%,62.5%,Amazon | Google | Microsoft | Nvidia,4,Not Done,0,,,,No,
423,Tries,720,Longest Word in Dictionary,Medium,https://leetcode.com/problems/longest-word-in-dictionary,54.5%,12.5%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
424,Heap / Priority Queue,295,Find Median from Data Stream,Hard,https://leetcode.com/problems/find-median-from-data-stream,54.2%,62.5%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Nvidia | Salesforce | TikTok | Uber,10,Not Done,0,,,,No,
425,Heap / Priority Queue,332,Reconstruct Itinerary,Hard,https://leetcode.com/problems/reconstruct-itinerary,44.3%,100.0%,Amazon | Apple | Flipkart | Google | Meta | Microsoft | Netflix | Palo Alto Networks | Salesforce | Uber,10,Not Done,0,,,,No,
426,Heap / Priority Queue,218,The Skyline Problem,Hard,https://leetcode.com/problems/the-skyline-problem,45.0%,37.5%,Amazon | Apple | Google | Meta | Microsoft | Nvidia | TikTok | Uber,8,Not Done,0,,,,No,
427,Heap / Priority Queue,1383,Maximum Performance of a Team,Hard,https://leetcode.com/problems/maximum-performance-of-a-team,47.7%,62.5%,Amazon | DE Shaw | DoorDash | Flipkart | Google | Meta | TikTok,7,Not Done,0,,,,No,
428,Heap / Priority Queue,2551,Put Marbles in Bags,Hard,https://leetcode.com/problems/put-marbles-in-bags,72.2%,50.0%,Amazon | DE Shaw | Google | Meta | Microsoft | TikTok | Uber,7,Not Done,0,,,,No,
429,Heap / Priority Queue,407,Trapping Rain Water II,Hard,https://leetcode.com/problems/trapping-rain-water-ii,64.0%,50.0%,Amazon | ByteDance | Flipkart | Google | Meta | Microsoft,6,Not Done,0,,,,No,
430,Heap / Priority Queue,502,IPO,Hard,https://leetcode.com/problems/ipo,53.3%,37.5%,Amazon | Google | Meta | Microsoft | Salesforce | Uber,6,Not Done,0,,,,No,
431,Heap / Priority Queue,2402,Meeting Rooms III,Hard,https://leetcode.com/problems/meeting-rooms-iii,51.7%,62.5%,Amazon | Google | Meta | Microsoft | TikTok | Uber,6,Not Done,0,,,,No,
432,Heap / Priority Queue,632,Smallest Range Covering Elements from K Lists,Hard,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,70.0%,37.5%,Amazon | Flipkart | Google | LinkedIn | Meta | Microsoft,6,Not Done,0,,,,No,
433,Heap / Priority Queue,871,Minimum Number of Refueling Stops,Hard,https://leetcode.com/problems/minimum-number-of-refueling-stops,41.1%,62.5%,Amazon | DE Shaw | Google | Meta | Microsoft,5,Not Done,0,,,,No,
434,Heap / Priority Queue,857,Minimum Cost to Hire K Workers,Hard,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,63.6%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
435,Heap / Priority Queue,358,Rearrange String k Distance Apart,Hard,https://leetcode.com/problems/rearrange-string-k-distance-apart,39.5%,50.0%,Amazon | Google | TikTok,3,Not Done,0,,,,No,
436,Heap / Priority Queue,215,Kth Largest Element in an Array,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array,68.8%,100.0%,Amazon | Apple | ByteDance | Flipkart | Google | LinkedIn | Meta | Microsoft | Nvidia | Salesforce | ServiceNow | TikTok | Uber,13,Not Done,0,,,,No,
437,Heap / Priority Queue,621,Task Scheduler,Medium,https://leetcode.com/problems/task-scheduler,62.6%,62.5%,Amazon | Apple | DE Shaw | DoorDash | Google | LinkedIn | Meta | Microsoft | Nvidia | Rubrik | Salesforce | TikTok | Uber,13,Not Done,0,,,,No,
438,Heap / Priority Queue,692,Top K Frequent Words,Medium,https://leetcode.com/problems/top-k-frequent-words,60.0%,62.5%,Amazon | Apple | Google | Meta | Microsoft | Netflix | Palo Alto Networks | Rippling | Salesforce | ServiceNow | TikTok | Uber,12,Not Done,0,,,,No,
439,Heap / Priority Queue,253,Meeting Rooms II,Medium,https://leetcode.com/problems/meeting-rooms-ii,52.5%,87.5%,Amazon | Apple | Atlassian | Google | Meta | Microsoft | Netflix | Salesforce | ServiceNow | TikTok | Uber,11,Not Done,0,,,,No,
440,Heap / Priority Queue,1642,Furthest Building You Can Reach,Medium,https://leetcode.com/problems/furthest-building-you-can-reach,50.7%,50.0%,Amazon | DE Shaw | Flipkart | Google | Meta | Microsoft | TikTok | Uber,8,Not Done,0,,,,No,
441,Heap / Priority Queue,373,Find K Pairs with Smallest Sums,Medium,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,41.5%,50.0%,Amazon | Flipkart | Google | LinkedIn | Meta | Microsoft | Uber,7,Not Done,0,,,,No,
442,Heap / Priority Queue,767,Reorganize String,Medium,https://leetcode.com/problems/reorganize-string,56.8%,75.0%,Amazon | DE Shaw | Google | Meta | Microsoft | Salesforce | TikTok,7,Not Done,0,,,,No,
443,Heap / Priority Queue,973,K Closest Points to Origin,Medium,https://leetcode.com/problems/k-closest-points-to-origin,68.7%,75.0%,Amazon | Apple | Google | LinkedIn | Meta | Microsoft | Salesforce,7,Not Done,0,,,,No,
444,Heap / Priority Queue,355,Design Twitter,Medium,https://leetcode.com/problems/design-twitter,44.2%,37.5%,Amazon | Apple | Google | Meta | Microsoft | Salesforce | Uber,7,Not Done,0,,,,No,
445,Heap / Priority Queue,1353,Maximum Number of Events That Can Be Attended,Medium,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,38.9%,50.0%,Amazon | Google | Meta | Microsoft | Nvidia | TikTok | Uber,7,Not Done,0,,,,No,
446,Heap / Priority Queue,2365,Task Scheduler II,Medium,https://leetcode.com/problems/task-scheduler-ii,54.7%,75.0%,Amazon | DoorDash | Google | Meta | Nvidia | Rubrik | Uber,7,Not Done,0,,,,No,
447,Heap / Priority Queue,451,Sort Characters By Frequency,Medium,https://leetcode.com/problems/sort-characters-by-frequency,75.1%,37.5%,Amazon | Flipkart | Google | Meta | Microsoft | TikTok,6,Not Done,0,,,,No,
448,Heap / Priority Queue,1834,Single-Threaded CPU,Medium,https://leetcode.com/problems/single-threaded-cpu,47.3%,75.0%,Amazon | DoorDash | Google | Meta | Microsoft,5,Not Done,0,,,,No,
449,Heap / Priority Queue,1229,Meeting Scheduler,Medium,https://leetcode.com/problems/meeting-scheduler,55.2%,25.0%,Amazon | Google | Meta | Microsoft | Uber,5,Not Done,0,,,,No,
450,Heap / Priority Queue,313,Super Ugly Number,Medium,https://leetcode.com/problems/super-ugly-number,45.9%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
451,Heap / Priority Queue,264,Ugly Number II,Medium,https://leetcode.com/problems/ugly-number-ii,49.5%,25.0%,Amazon | Google | Meta | Microsoft,4,Not Done,0,,,,No,
452,Heap / Priority Queue,2542,Maximum Subsequence Score,Medium,https://leetcode.com/problems/maximum-subsequence-score,54.6%,75.0%,Amazon | DE Shaw | Google | Microsoft,4,Not Done,0,,,,No,
453,Heap / Priority Queue,1488,Avoid Flood in The City,Medium,https://leetcode.com/problems/avoid-flood-in-the-city,39.0%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
454,Heap / Priority Queue,3439,Reschedule Meetings for Maximum Free Time I,Medium,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i,53.9%,25.0%,Amazon | Google | Meta,3,Not Done,0,,,,No,
455,Heap / Priority Queue,3440,Reschedule Meetings for Maximum Free Time II,Medium,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii,60.4%,25.0%,Amazon | Google | Microsoft,3,Not Done,0,,,,No,
